Key,File,Type,UsedInMainMenu,NoTranslate,KeepLoaded,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
perkRoboticsInventorDesc,progression,perk,,x,,"Overclock your robotic weapons to perform better, hold more ammo and reload them faster.",,,,,,,,,,,,,
perkRoboticsInventorRank1Desc,progression,perk,,x,,Tinkerer,,,,,,,,,,,,,
perkRoboticsInventorRank1LongDesc,progression,perk,,x,,"Robotic turrets fire 50% faster, deal 30% more damage, reload 10% faster and gain +20 magazine capacity.",,,,,,,,,,,,,
perkRoboticsInventorRank2Desc,progression,perk,,x,,Mechanical Engineer,,,,,,,,,,,,,
perkRoboticsInventorRank2LongDesc,progression,perk,,x,,"Robotic turrets fire 100% faster, deal 40% more damage, reload 20% faster and gain +40 magazine capacity.",,,,,,,,,,,,,
perkRoboticsInventorRank3Desc,progression,perk,,x,,Robotics Specialist,,,,,,,,,,,,,
perkRoboticsInventorRank3LongDesc,progression,perk,,x,,"Robotic turrets fire 150% faster, deal 50% more damage, reload 30% faster and gain +60 magazine capacity.",,,,,,,,,,,,,
perkAimBot,progression,perk,,x,,Aimbot,,,,,,,,,,,,,
perkAimBotName,progression,perk,,x,,Aimbot,,,,,,,,,,,,,
perkAimBotDesc,progression,perk,,x,,Upgrade the aiming software of your turrets to do more headshot damage and target limb weakpoints.,,,,,,,,,,,,,
perkAimbotRank1Desc,progression,perk,,x,,Console Commander,,,,,,,,,,,,,
perkAimbotRank1LongDesc,progression,perk,,x,,Deal 20% more headshot damage and have a 10% higher chance to dismember with robotics weapons.,,,,,,,,,,,,,
perkAimbotRank2Desc,progression,perk,,x,,Exploiter,,,,,,,,,,,,,
perkAimbotRank2LongDesc,progression,perk,,x,,Deal 40% more headshot damage and have a 20% higher chance to dismember with robotics weapons.,,,,,,,,,,,,,
perkAimbotRank3Desc,progression,perk,,x,,Script Kiddie,,,,,,,,,,,,,
perkAimbotRank3LongDesc,progression,perk,,x,,Deal 60% more headshot damage and have a 30% higher chance to dismember with robotics weapons.,,,,,,,,,,,,,
perkAimbotRank4Desc,progression,perk,,x,,Certified Hacker,,,,,,,,,,,,,
perkAimbotRank4LongDesc,progression,perk,,x,,Deal 80% more headshot damage and have a 40% higher chance to dismember with robotics weapons.,,,,,,,,,,,,,
perkAimbotRank5Desc,progression,perk,,x,,Aimbot,,,,,,,,,,,,,
perkAimbotRank5LongDesc,progression,perk,,x,,Deal 100% more headshot damage and have a 100% higher chance to dismember with robotics weapons.,,,,,,,,,,,,,
perkMultithreading,progression,perk,,x,,Multithreading,,,,,,,,,,,,,
perkMultithreadingName,progression,perk,,x,,Multithreading,,,,,,,,,,,,,
perkMultithreadingDesc,progression,perk,,x,,Upgrade your processing power to be able to keep more turrets active at longer ranges.,,,,,,,,,,,,,
perkMultithreadingRank1Desc,progression,perk,,x,,Quad Core,,,,,,,,,,,,,
perkMultithreadingRank1LongDesc,progression,perk,,x,,Place an additional robotic turret and keep your turrets active up to 15 metres.,,,,,,,,,,,,,
perkMultithreadingRank2Desc,progression,perk,,x,,Octo Core,,,,,,,,,,,,,
perkMultithreadingRank2LongDesc,progression,perk,,x,,Place two additional robotic turrets and keep your turrets active up to 20 metres.,,,,,,,,,,,,,
perkMultithreadingRank3Desc,progression,perk,,x,,Multithreading,,,,,,,,,,,,,
perkMultithreadingRank3LongDesc,progression,perk,,x,,Place three additional robotic turrets and keep your turrets active up to 25 metres.,,,,,,,,,,,,,
perkHealthNut,progression,perk,,x,,Health Nut,,,,,,,,,,,,,
perkHealthNutName,progression,perk,,x,,Health Nut,,,,,,,,,,,,,
perkHealthNutDesc,progression,perk,,x,,Improve your overall fitness to give yourself higher maximum health and stamina.,,,,,,,,,,,,,
perkHealthNutRank1Desc,progression,perk,,x,,Gym Bro,,,,,,,,,,,,,
perkHealthNutRank2Desc,progression,perk,,x,,Yoga Master,,,,,,,,,,,,,
perkHealthNutRank3Desc,progression,perk,,x,,Wellness Enthusiast,,,,,,,,,,,,,
perkHealthNutRank4Desc,progression,perk,,x,,Fitness Freak,,,,,,,,,,,,,
perkHealthNutRank5Desc,progression,perk,,x,,Health Nut,,,,,,,,,,,,,
perkHealthNutRank1LongDesc,progression,perk,,x,,Gain +10 max health and stamina.,,,,,,,,,,,,,
perkHealthNutRank2LongDesc,progression,perk,,x,,Gain +20 max health and stamina.,,,,,,,,,,,,,
perkHealthNutRank3LongDesc,progression,perk,,x,,Gain +30 max health and stamina.,,,,,,,,,,,,,
perkHealthNutRank4LongDesc,progression,perk,,x,,Gain +40 max health and stamina.,,,,,,,,,,,,,
perkHealthNutRank5LongDesc,progression,perk,,x,,Gain +50 max health and stamina.,,,,,,,,,,,,,
perkParkour,progression,perk,,x,,Parkour,,,,,,,,,,,,,
perkParkourName,progression,perk,,x,,Parkour,,,,,,,,,,,,,
perkParkourDesc,progression,perk,,x,,Improve your mobility and specialize in jumping higher and landing from dangerous falls safely.,,,,,,,,,,,,,
perkParkourRank1LongDesc,progression,perk,,x,,Jumping costs 10% less stamina. Increase safe fall distance by 1 metre.,,,,,,,,,,,,,
perkParkourRank2LongDesc,progression,perk,,x,,Jumping costs 20% less stamina. Increase safe fall distance by 2 metres and jump 1 metre higher.,,,,,,,,,,,,,
perkParkourRank3LongDesc,progression,perk,,x,,Jumping costs 30% less stamina. Increase safe fall distance by 3 metres and never break a leg when falling.,,,,,,,,,,,,,
perkParkourRank4LongDesc,progression,perk,,x,,Jumping costs 40% less stamina. Increase safe fall distance by 4 metres and never get a sprained or broken leg when falling.,,,,,,,,,,,,,
perkSuitedUp,progression,perk,,x,,Suited Up,,,,,,,,,,,,,
perkSuitedUpName,progression,perk,,x,,Suited Up,,,,,,,,,,,,,
perkSuitedUpDesc,progression,perk,,x,,"Improve your abilities with all kinds of armor, increasing your crit resistance and carry capacity with light, medium and heavy armor.",,,,,,,,,,,,,
perkSuitedUpRank1Desc,progression,perk,,x,,Legally Dressed,,,,,,,,,,,,,
perkSuitedUpRank2Desc,progression,perk,,x,,Well Equipped,,,,,,,,,,,,,
perkSuitedUpRank3Desc,progression,perk,,x,,Dressed To Impress,,,,,,,,,,,,,
perkSuitedUpRank4Desc,progression,perk,,x,,Suited Up,,,,,,,,,,,,,
perkSuitedUpRank1LongDesc,progression,perk,,x,,"Each piece of equipped armor increases critical resistance by 2.5% and gives 1 carry capacity.",,,,,,,,,,,,,
perkSuitedUpRank2LongDesc,progression,perk,,x,,"Each piece of equipped armor increases critical resistance by 5% and gives 2 carry capacity.",,,,,,,,,,,,,
perkSuitedUpRank3LongDesc,progression,perk,,x,,"Each piece of equipped armor increases critical resistance by 7.5% and gives 3 carry capacity.",,,,,,,,,,,,,
perkSuitedUpRank4LongDesc,progression,perk,,x,,"Each piece of equipped armor increases critical resistance by 10% and gives 4 carry capacity.",,,,,,,,,,,,,
perkMediumArmor,progression,perk,,x,,Medium Armor,,,,,,,,,,,,,
perkMediumArmorName,progression,perk,,x,,Medium Armor,,,,,,,,,,,,,
perkMediumArmorDesc,progression,perk,,x,,"Specialise in medium armors, improving your mobility, stamina usage and increasing resistance to bleed, abrasions, lacerations and infections.",,,,,,,,,,,,,
perkMediumArmorRank1LongDesc,progression,perk,,x,,"Reduce movement penalty by 15% and stamina penalty by 10% when wearing medium armor, additionally: \nGain 1.25% more resistance to bleed, abrasions, lacerations and infections per piece of equipped medium armor.",,,,,,,,,,,,,
perkMediumArmorRank2LongDesc,progression,perk,,x,,"Reduce movement penalty by 30% and stamina penalty by 20% when wearing medium armor, additionally: \nGain 2.5% more resistance to bleed, abrasions, lacerations and infections per piece of equipped medium armor.",,,,,,,,,,,,,
perkMediumArmorRank3LongDesc,progression,perk,,x,,"Reduce movement penalty by 50% and stamina penalty by 35% when wearing medium armor, additionally: \nGain 3.75% more resistance to bleed, abrasions, lacerations and infections per piece of equipped medium armor.",,,,,,,,,,,,,
perkMediumArmorRank4LongDesc,progression,perk,,x,,"Reduce movement penalty by 75% and stamina penalty by 50% when wearing medium armor, additionally: \nGain 5% more resistance to bleed, abrasions, lacerations and infections per piece of equipped medium armor.",,,,,,,,,,,,,
perkHeavyArmor,progression,perk,,x,,Heavy Armor,,,,,,,,,,,,,
perkHeavyArmorName,progression,perk,,x,,Heavy Armor,,,,,,,,,,,,,
perkHeavyArmorDesc,progression,perk,,x,,"Specialise in heavy armors, improving your mobility, stamina usage and increasing resistance to stuns, concussions, fatigues, sprains and gain melee damage when in full heavy armor.",,,,,,,,,,,,,
perkHeavyArmorRank1LongDesc,progression,perk,,x,,"Reduce movement and stamina penalty by 5% when wearing heavy armor, additionally: \nGain 1.25% more resistance to stuns, concussions, fatigues and sprains per piece of equipped heavy armor. \nWhen wearing full heavy armor, deal 5% more melee damage.",,,,,,,,,,,,,
perkHeavyArmorRank2LongDesc,progression,perk,,x,,"Reduce movement and stamina penalty by 10% when wearing heavy armor, additionally: \nGain 2.5% more resistance to stuns, concussions, fatigues and sprains per piece of equipped heavy armor. \nWhen wearing full heavy armor, deal 10% more melee damage.",,,,,,,,,,,,,
perkHeavyArmorRank3LongDesc,progression,perk,,x,,"Reduce movement and stamina penalty by 17% when wearing heavy armor, additionally: \nGain 3.75% more resistance to stuns, concussions, fatigues and sprains per piece of equipped heavy armor. \nWhen wearing full heavy armor, deal 15% more melee damage.",,,,,,,,,,,,,
perkHeavyArmorRank4LongDesc,progression,perk,,x,,"Reduce movement and stamina penalty by 25% when wearing heavy armor, additionally: \nGain 5% more resistance to stuns, concussions, fatigues and sprains per piece of equipped heavy armor. \nWhen wearing full heavy armor, deal 20% more melee damage.",,,,,,,,,,,,,
perkHiddenStrike,progression,perk,,x,,Hidden Strike,,,,,,,,,,,,,
perkHiddenStrikeName,progression,perk,,x,,Hidden Strike,,,,,,,,,,,,,
perkHiddenStrikeDesc,progression,perk,,x,,Specialise in catching your enemies unaware while you are sneaking and they don't detect you.,,,,,,,,,,,,,
perkHiddenStrikeRank1LongDesc,progression,perk,,x,,Sneak attacks deal 150% more damage.,,,,,,,,,,,,,
perkHiddenStrikeRank2LongDesc,progression,perk,,x,,Sneak attacks deal 200% more damage.,,,,,,,,,,,,,
perkHiddenStrikeRank3LongDesc,progression,perk,,x,,Sneak attacks deal 250% more damage.,,,,,,,,,,,,,
perkFromTheShadows,progression,perk,,x,,From The Shadows,,,,,,,,,,,,,
perkFromTheShadowsName,progression,perk,,x,,From The Shadows,,,,,,,,,,,,,
perkFromTheShadowsDesc,progression,perk,,x,,Specialise in sneaking around in the dark and making less noise in general.,,,,,,,,,,,,,
perkFromTheShadowsRank1LongDesc,progression,perk,,x,,"Hide in the shadows 20% more effectively, noises from actions are muffled 20%, and sneak movement is 20% faster. \nEnemies will search for you for up to 30 seconds.",,,,,,,,,,,,,
perkFromTheShadowsRank2LongDesc,progression,perk,,x,,"Hide in the shadows 40% more effectively, noises from actions are muffled 40%, and sneak movement is 40% faster. \nEnemies will search for you for up to 25 seconds.",,,,,,,,,,,,,
perkFromTheShadowsRank3LongDesc,progression,perk,,x,,"Hide in the shadows 65% more effectively, noises from actions are muffled 60%, and sneak movement is 60% faster. \nEnemies will search for you for up to 20 seconds.",,,,,,,,,,,,,
perkInfiltrator,progression,perk,,x,,The Infiltrator,,,,,,,,,,,,,
perkInfiltratorName,progression,perk,,x,,The Infiltrator,,,,,,,,,,,,,
perkInfiltratorDesc,progression,perk,,x,,Use your heightened agility to take less damage from traps.,,,,,,,,,,,,,
perkInfiltratorRank1LongDesc,progression,perk,,x,,"Pick up tin land mines, Take 50% less damage from land mines and traps trigger 2 seconds slower.",,,,,,,,,,,,,
perkInfiltratorRank2LongDesc,progression,perk,,x,,"Pick up cooking pot mines, Take 60% less damage from land mines and traps trigger 3 seconds slower.",,,,,,,,,,,,,
perkInfiltratorRank3LongDesc,progression,perk,,x,,"Pick up all mines, Take 75% less damage from land mines and traps trigger 5 seconds slower.",,,,,,,,,,,,,
perkMetabolismDesc,progression,perk,,x,,"Specialise in gut health to use less calories and better digest food. Also makes you use less oxygen when swimming (for some bizzarre fucking reason)",,,,,,,,,,,,,
perkMetabolismRank1Desc,progression,perk,,x,,Leaky Gut,,,,,,,,,,,,,
perkMetabolismRank2Desc,progression,perk,,x,,Strong Constitution,,,,,,,,,,,,,
perkMetabolismRank3Desc,progression,perk,,x,,Great Metabolism,,,,,,,,,,,,,
perkMetabolismRank4Desc,progression,perk,,x,,Intrinsic Immunity,,,,,,,,,,,,,
perkMetabolismRank5Desc,progression,perk,,x,,Iron Gut,,,,,,,,,,,,,
perkMetabolismRank1LongDesc,progression,perk,,x,,"Use 5% less food to restore stamina, chance of dysentary is reduced by 1%, hold your breath for 84 seconds and buffs from consumables last 10% longer.",,,,,,,,,,,,,
perkMetabolismRank2LongDesc,progression,perk,,x,,"Use 10% less food to restore stamina, chance of dysentary is reduced by 2%, hold your breath for 108 seconds and buffs from consumables last 20% longer.",,,,,,,,,,,,,
perkMetabolismRank3LongDesc,progression,perk,,x,,"Use 15% less food to restore stamina, chance of dysentary is reduced by 3%, hold your breath for 132 seconds and buffs from consumables last 30% longer.",,,,,,,,,,,,,
perkMetabolismRank4LongDesc,progression,perk,,x,,"Use 20% less food to restore stamina, chance of dysentary is reduced by 4%, hold your breath for 156 seconds and buffs from consumables last 40% longer.",,,,,,,,,,,,,
perkMetabolismRank5LongDesc,progression,perk,,x,,"Use 25% less food to restore stamina, chance of dysentary is reduced by 5%, hold your breath for 180 seconds and buffs from consumables last 50% longer.",,,,,,,,,,,,,
perkPainTolerance,progression,perk,,x,,Pain Tolerance,,,,,,,,,,,,,
perkPainToleranceName,progression,perk,,x,,Pain Tolerance,,,,,,,,,,,,,
perkPainToleranceDesc,progression,perk,,x,,"Specialise in shrugging off blows, fighting through the pain and staying in the fight.",,,,,,,,,,,,,
perkPainToleranceRank1LongDesc,progression,perk,,x,,"Take 10% less damage (Calculated after armor rating), and gain 30% resistance to stuns and concussions.",,,,,,,,,,,,,
perkPainToleranceRank2LongDesc,progression,perk,,x,,"Take 20% less damage (Calculated after armor rating), and gain 66% resistance to stuns and concussions.",,,,,,,,,,,,,
perkPainToleranceRank3LongDesc,progression,perk,,x,,"Take 30% less damage (Calculated after armor rating), and gain 100% resistance to stuns and concussions.",,,,,,,,,,,,,
perkTheHuntsman,progression,perk,,x,,The Hunstman,,,,,,,,,,,,,
perkTheHuntsmanName,progression,perk,,x,,The Hunstman,,,,,,,,,,,,,
perkTheHuntsmanDesc,progression,perk,,x,,"Specialise in harvesting more meat, bone and leather from dead animals.",,,,,,,,,,,,,
perkTheHuntsmanRank1LongDesc,progression,perk,,x,,Harvest 30% more resources from animals with any bladed tool or weapon.,,,,,,,,,,,,,
perkTheHuntsmanRank2LongDesc,progression,perk,,x,,Harvest 66% more resources from animals with any bladed tool or weapon.,,,,,,,,,,,,,
perkTheHuntsmanRank3LongDesc,progression,perk,,x,,Harvest 100% more resources from animals with any bladed tool or weapon.,,,,,,,,,,,,,
perkTheCamel,progression,perk,,x,,The Camel,,,,,,,,,,,,,
perkTheCamelName,progression,perk,,x,,The Camel,,,,,,,,,,,,,
perkTheCamelDesc,progression,perk,,x,,Specialise in using less water to restore stamina allowing you to go longer before dehydration affects you.,,,,,,,,,,,,,
perkTheCamelRank1Desc,progression,perk,,x,,Empty Glass Jar,,,,,,,,,,,,,
perkTheCamelRank2Desc,progression,perk,,x,,Certified Succulent,,,,,,,,,,,,,
perkTheCamelRank3Desc,progression,perk,,x,,The Camel,,,,,,,,,,,,,
perkTheCamelRank1LongDesc,progression,perk,,x,,Use 10% less water to restore stamina.,,,,,,,,,,,,,
perkTheCamelRank2LongDesc,progression,perk,,x,,Use 20% less water to restore stamina.,,,,,,,,,,,,,
perkTheCamelRank3LongDesc,progression,perk,,x,,Use 30% less water to restore stamina.,,,,,,,,,,,,,
perkMiner69rDesc,progression,perk,,x,,Deal more block damage with mining tools.,,,,,,,,,,,,,
perkMiner69erRank1LongDesc,progression,perk,,x,,Deal 20% more block damage with mining tools.,,,,,,,,,,,,,
perkMiner69erRank2LongDesc,progression,perk,,x,,Deal 40% more block damage with mining tools.,,,,,,,,,,,,,
perkMiner69erRank3LongDesc,progression,perk,,x,,Deal 60% more block damage with mining tools.,,,,,,,,,,,,,
perkMiner69erRank4LongDesc,progression,perk,,x,,Deal 80% more block damage with mining tools.,,,,,,,,,,,,,
perkMiner69erRank5LongDesc,progression,perk,,x,,Deal 100% more block damage with mining tools.,,,,,,,,,,,,,
perkSalvageOperationsDesc,progression,perk,,x,,Deal more block damage with salvage tools.,,,,,,,,,,,,,
perkSalvageOperationsRank1LongDesc,progression,perk,,x,,Deal 20% more block damage with salvage tools.,,,,,,,,,,,,,
perkSalvageOperationsRank2LongDesc,progression,perk,,x,,Deal 40% more block damage with salvage tools.,,,,,,,,,,,,,
perkSalvageOperationsRank3LongDesc,progression,perk,,x,,Deal 60% more block damage with salvage tools.,,,,,,,,,,,,,
perkSalvageOperationsRank4LongDesc,progression,perk,,x,,Deal 80% more block damage with salvage tools.,,,,,,,,,,,,,
perkSalvageOperationsRank5LongDesc,progression,perk,,x,,Deal 100% more block damage with salvage tools.,,,,,,,,,,,,,
perkScrapHeapMaster,progression,perk,,x,,Scrapheap Master,,,,,,,,,,,,,
perkScrapMasterName,progression,perk,,x,,Scrapheap Master,,,,,,,,,,,,,
perkScrapMasterDesc,progression,perk,,x,,Specialise in finding more useful components when salvaging.,,,,,,,,,,,,,
perkScrapheapMasterRank1Desc,progression,perk,,x,,Scrapper,,,,,,,,,,,,,
perkScrapheapMasterRank2Desc,progression,perk,,x,,Dumpster Diver,,,,,,,,,,,,,
perkScrapheapMasterRank3Desc,progression,perk,,x,,Salvage Savant,,,,,,,,,,,,,
perkScrapheapMasterRank4Desc,progression,perk,,x,,Expert Deconstructor,,,,,,,,,,,,,
perkScrapheapMasterRank5Desc,progression,perk,,x,,Scrapheap Master,,,,,,,,,,,,,
perkScrapheapMasterRank1LongDesc,progression,perk,,x,,Harvest 10% more resources with salvaging tools.,,,,,,,,,,,,,
perkScrapheapMasterRank2LongDesc,progression,perk,,x,,Harvest 20% more resources with salvaging tools.,,,,,,,,,,,,,
perkScrapheapMasterRank3LongDesc,progression,perk,,x,,Harvest 30% more resources with salvaging tools.,,,,,,,,,,,,,
perkScrapheapMasterRank4LongDesc,progression,perk,,x,,Harvest 40% more resources with salvaging tools.,,,,,,,,,,,,,
perkScrapheapMasterRank5LongDesc,progression,perk,,x,,Harvest 50% more resources with salvaging tools.,,,,,,,,,,,,,
perkBadMechanic,progression,perk,,x,,Bad Mechanic,,,,,,,,,,,,,
perkBadMechanicName,progression,perk,,x,,Bad Mechanic,,,,,,,,,,,,,
perkBadMechanicDesc,progression,perk,,x,,Specialise in gathering even more resources from cars with salvaging tools.,,,,,,,,,,,,,
perkBadMechanicRank1Desc,progression,perk,,x,,Gas Siphoneer,,,,,,,,,,,,,
perkBadMechanicRank2Desc,progression,perk,,x,,Wheel Dealer,,,,,,,,,,,,,
perkBadMechanicRank3Desc,progression,perk,,x,,Steel Worker,,,,,,,,,,,,,
perkBadMechanicRank1LongDesc,progression,perk,,x,,Harvest 30% more gas from cars.,,,,,,,,,,,,,
perkBadMechanicRank2LongDesc,progression,perk,,x,,"Harvest 60% more gas from cars and occasionally get wheels when harvesting cars.",,,,,,,,,,,,,
perkBadMechanicRank3LongDesc,progression,perk,,x,,"Harvest 100% more gas from cars and get steel from cars and shopping carts.",,,,,,,,,,,,,
perkFastEddie,progression,perk,,x,,Fast Eddie,,,,,,,,,,,,,
perkFastEddieName,progression,perk,,x,,Fast Eddie,,,,,,,,,,,,,
perkFastEddieDesc,progression,perk,,x,,Specialise in looting containers faster.,,,,,,,,,,,,,
perkFastEddieRank1Desc,progression,perk,,x,,Hungry Hippo,,,,,,,,,,,,,
perkFastEddieRank2Desc,progression,perk,,x,,Nimble fingers,,,,,,,,,,,,,
perkFastEddieRank3Desc,progression,perk,,x,,Fast Eddie,,,,,,,,,,,,,
perkFastEddieRank1LongDesc,progression,perk,,x,,Open containers 10% faster.,,,,,,,,,,,,,
perkFastEddieRank2LongDesc,progression,perk,,x,,Open containers 20% faster.,,,,,,,,,,,,,
perkFastEddieRank3LongDesc,progression,perk,,x,,Open containers 30% faster.,,,,,,,,,,,,,
perkQualityJoe,progression,perk,,x,,Quality Joe,,,,,,,,,,,,,
perkQualityJoeName,progression,perk,,x,,Quality Joe,,,,,,,,,,,,,
perkQualityJoeDesc,progression,perk,,x,,Specialise in finding the best loot.,,,,,,,,,,,,,
perkQualityJoeRank1Desc,progression,perk,,x,,Bargain Hunter,,,,,,,,,,,,,
perkQualityJoeRank2Desc,progression,perk,,x,,Professional Shopper,,,,,,,,,,,,,
perkQualityJoeRank3Desc,progression,perk,,x,,Quality Joe,,,,,,,,,,,,,
perkQualityJoeRank1LongDesc,progression,perk,,x,,Gain 10% higher lootstage.,,,,,,,,,,,,,
perkQualityJoeRank2LongDesc,progression,perk,,x,,Gain 20% higher lootstage.,,,,,,,,,,,,,
perkQualityJoeRank3LongDesc,progression,perk,,x,,Gain 30% higher lootstage.,,,,,,,,,,,,,
perkLockpicking,progression,perk,,x,,Lockpicking,,,,,,,,,,,,,
perkLockpickingName,progression,perk,,x,,Lockpicking,,,,,,,,,,,,,
perkLockpickingDesc,progression,perk,,x,,"Specialise in opening up the most secure containers, where inevitably, the best loot is kept.",,,,,,,,,,,,,
perkLockpickingRank1Desc,progression,perk,,x,,Burglar,,,,,,,,,,,,,
perkLockpickingRank2Desc,progression,perk,,x,,Lock Smith,,,,,,,,,,,,,
perkLockpickingRank3Desc,progression,perk,,x,,Safe Cracker,,,,,,,,,,,,,
perkLockpickingRank4Desc,progression,perk,,x,,Vault Hunter,,,,,,,,,,,,,
perkLockpickingRank5Desc,progression,perk,,x,,Master Thief,,,,,,,,,,,,,
perkLockpickingRank1LongDesc,progression,perk,,x,,"Lockpicking is 10% faster and you are 10% less likely to break a lockick. Gain an extra lockpick wherever they are looted.",,,,,,,,,,,,,
perkLockpickingRank2LongDesc,progression,perk,,x,,"Lockpicking is 20% faster and you are 20% less likely to break a lockick. Gain two extra lockpicks wherever they are looted.",,,,,,,,,,,,,
perkLockpickingRank3LongDesc,progression,perk,,x,,"Lockpicking is 30% faster and you are 30% less likely to break a lockick. Gain three extra lockpicks wherever they are looted.",,,,,,,,,,,,,
perkLockpickingRank4LongDesc,progression,perk,,x,,Lockpicking is 40% faster and you are 40% less likely to break a lockick.,,,,,,,,,,,,,
perkLockpickingRank5LongDesc,progression,perk,,x,,Lockpicking is 50% faster and you are 50% less likely to break a lockick.,,,,,,,,,,,,,
perkAdvancedEngineering,progression,perk,,x,,Advanced Engineering,,,,,,,,,,,,,
perkAdvancedEngineeringName,progression,perk,,x,,Advanced Engineering,,,,,,,,,,,,,
perkAdvancedEngineeringDesc,progression,perk,,x,,"Specialise in becoming a more efficient crafter. Unlocks Dew Collectors, Workbenches, Lockpicks, Cement Mixers and Nail Guns.",,,,,,,,,,,,,
perkAdvancedEngineeringRank1LongDesc,progression,perk,,x,,"Craft glue 20% cheaper. \nUnlocks: Dew Collector",,,,,,,,,,,,,
perkAdvancedEngineeringRank2LongDesc,progression,perk,,x,,"Unlocks: Workbench and Dew Collector Gatherer mod.",,,,,,,,,,,,,
perkAdvancedEngineeringRank3LongDesc,progression,perk,,x,,"Forge recipes cost 10% less, crafting forged steel and electrical devices cost 15% less. \nUnlocks: Lockpicks and Dew Collector Tarp mod",,,,,,,,,,,,,
perkAdvancedEngineeringRank4LongDesc,progression,perk,,x,,"Forge recipes cost 15% less, crafting forged steel and electrical devices cost 25% less. \nUnlocks: Cement Mixer",,,,,,,,,,,,,
perkAdvancedEngineeringRank5LongDesc,progression,perk,,x,,"Forge recipes cost 20% less, crafting forged steel and electrical devices cost 35% less. \nUnlocks: Nail Gun and Dew Collector Water Filter Mod",,,,,,,,,,,,,
perkElectrician,progression,perk,,x,,Electrician,,,,,,,,,,,,,
perkElectricianName,progression,perk,,x,,Electrician,,,,,,,,,,,,,
perkElectricianDesc,progression,perk,,x,,Specialise in all things electronic. Unlock a variety of electrical recipes including traps.,,,,,,,,,,,,,
perkElectricianRank1Desc,progression,perk,,x,,Novice,,,,,,,,,,,,,
perkElectricianRank2Desc,progression,perk,,x,,Apprentice,,,,,,,,,,,,,
perkElectricianRank3Desc,progression,perk,,x,,Journeyman,,,,,,,,,,,,,
perkElectricianRank4Desc,progression,perk,,x,,Expert,,,,,,,,,,,,,
perkElectricianRank5Desc,progression,perk,,x,,Master,,,,,,,,,,,,,
perkElectricianRank1LongDesc,progression,perk,,x,,"Unlocks: Generator Bank, Electric Wire Relays, Switches, Trip Wire Posts and Lights. \nGain 15% XP from electrical trap kills.",,,,,,,,,,,,,
perkElectricianRank2LongDesc,progression,perk,,x,,"Unlocks: Motion sensors, Timed Relays, Pressure Plates, Spotlights, Speakers, Battery Banks, Powered Doors and Hatches and Drawbridges. \nUnlock and Craft Level 3 Batteries and gain 30% XP from electrical trap kills.",,,,,,,,,,,,,
perkElectricianRank3LongDesc,progression,perk,,x,,"Unlocks: Electric Fence Posts, Dart Traps and Blade Traps. \nCraft Level 4 Batteries and gain 45% XP from electrical trap kills.",,,,,,,,,,,,,
perkElectricianRank4LongDesc,progression,perk,,x,,"Unlocks: Shotgun Auto Turrets. \nCraft Level 5 Batteries and gain 60% XP from electrical trap kills.",,,,,,,,,,,,,
perkElectricianRank5LongDesc,progression,perk,,x,,"Unlocks: SMG Auto Turrets. \nCraft Level 6 Batteries and gain 75% XP from electrical trap kills.",,,,,,,,,,,,,
perkBlacksmithCrafting,progression,perk,,x,,Blacksmithing,,,,,,,,,,,,,
perkBlacksmithCraftingName,progression,perk,,x,,Blacksmithing,,,,,,,,,,,,,
perkBlacksmithCraftingDesc,progression,perk,,x,,"Specialise in crafting melee weapons and tools as well as using forges. Unlocks: Forge and Forge Tools.",,,,,,,,,,,,,
perkBlacksmithCraftingRank1Desc,progression,perk,,x,,Novice,,,,,,,,,,,,,
perkBlacksmithCraftingRank2Desc,progression,perk,,x,,Apprentice,,,,,,,,,,,,,
perkBlacksmithCraftingRank3Desc,progression,perk,,x,,Journeyman,,,,,,,,,,,,,
perkBlacksmithCraftingRank4Desc,progression,perk,,x,,Expert,,,,,,,,,,,,,
perkBlacksmithCraftingRank5Desc,progression,perk,,x,,Master,,,,,,,,,,,,,
perkBlacksmithCraftingRank1LongDesc,progression,perk,,x,,"Craft level 2 melee weapons and tools. \nUnlocks: Forge",,,,,,,,,,,,,
perkBlacksmithCraftingRank2LongDesc,progression,perk,,x,,"Craft level 3 melee weapons and tools. \nUnlocks: Advanced Bellows",,,,,,,,,,,,,
perkBlacksmithCraftingRank3LongDesc,progression,perk,,x,,"Craft level 4 melee weapons and tools. \nUnlocks: Anvil",,,,,,,,,,,,,
perkBlacksmithCraftingRank4LongDesc,progression,perk,,x,,"Craft level 5 melee weapons and tools. \nUnlocks: Crucible",,,,,,,,,,,,,
perkBlacksmithCraftingRank5LongDesc,progression,perk,,x,,Craft level 6 melee weapons and tools.,,,,,,,,,,,,,
perkMedicalCrafting,progression,perk,,x,,Medical Crafting,,,,,,,,,,,,,
perkMedicalCraftingName,progression,perk,,x,,Medical Crafting,,,,,,,,,,,,,
perkMedicalCraftingDesc,progression,perk,,x,,Specialise in formulating drugs and crafting medical items.,,,,,,,,,,,,,
perkMedicalCraftingRank1Desc,progression,perk,,x,,First Aider,,,,,,,,,,,,,
perkMedicalCraftingRank2Desc,progression,perk,,x,,Pharmacist,,,,,,,,,,,,,
perkMedicalCraftingRank3Desc,progression,perk,,x,,Chemist,,,,,,,,,,,,,
